quote_text,author,tags,likes
"One of the most spiritual things you can do is embrace your humanity. Connect with those around you today. Say, ""I love you"", ""I'm sorry"", ""I appreciate you"", ""I'm proud of you""...whatever you're feeling. Send random texts, write a cute note, embrace your truth and share it...cause a smile today for someone else...and give plenty of hugs.",Steve Maraboli,"['action', 'compassion', 'humanity', 'inspirational', 'kindness', 'life', 'living-now', 'motivational', 'seize-the-day', 'spirituality', 'success']",0
Turn your obstacles into opportunities and your problems into possibilities.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'obstacle', 'opportunity', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'possibility', 'problem']",0
Rejection is an opportunity for your selection.,Bernard Branson,"['adult', 'african-american-romance', 'angels', 'baby', 'bible', 'bible-study', 'business', 'childrens', 'christian-living', 'christian-romance', 'college', 'creativity', 'dark-fantasy', 'dating', 'economics', 'education', 'educational', 'entrepreneurship', 'ethics', 'explicit', 'faith', 'family', 'family-relationships', 'fantasy-romance', 'friendship', 'fun', 'funny', 'humorous-romance', 'jesus', 'leadership', 'love-story', 'management', 'marriage', 'meditation', 'motivational', 'nonfiction', 'paranormal-romance', 'parenting', 'personal-transformation', 'relationships', 'religion', 'romantic-comedy', 'romantic-suspense', 'self-esteem', 'self-help', 'sex', 'sexuality', 'sexy', 'spiritual-growth', 'spirituality', 'students', 'success', 'supernatural', 'teen', 'women', 'young-adult', 'young-adult-fantasy']",0
"Remember to look up at the stars and not down at your feet. Try to make sense of what you see and wonder about what makes the universe exist. Be curious. And however difficult life may seem, there is always something you can do and succeed at.
It matters that you don't just give up.",Stephen Hawking,"['courage', 'curiosity', 'hopefulness', 'motivational', 'perseverance', 'universe', 'wonder']",0
Don't confuse poor decision-making with destiny. Own your mistakes. It’s ok; we all make them. Learn from them so they can empower you!,"Steve Maraboli,","['action', 'change', 'destiny', 'empowerment', 'inspirational', 'life', 'mistakes', 'motivational', 'success']",0
How would your life be different if…You stopped allowing other people to dilute or poison your day with their words or opinions? Let today be the day…You stand strong in the truth of your beauty and journey through your day without attachment to the validation of others.,"Steve Maraboli,","['choices', 'inspirational', 'life', 'motivational', 'opinions', 'self-empowerment', 'self-esteem', 'self-love']",0
"Never respond to an angry person with a fiery comeback, even if he deserves it...Don't allow his anger to become your anger.","Bohdi Sanders,","['anger', 'anger-management', 'ataraxy', 'bushido', 'inner-peace', 'inspirational', 'life', 'life-experience', 'life-lessons', 'martial-arts', 'motivational', 'self-control', 'serenity', 'warrior-ethos', 'warriors', 'warriorship', 'wisdom']",0
Be the positive impact on the lives of others.,Roy T. Bennett,"['inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Why Not You?

Today, many will awaken with a fresh sense of inspiration. Why not you?

Today, many will open their eyes to the beauty that surrounds them. Why not you?

Today, many will choose to leave the ghost of yesterday behind and seize the immeasurable power of today. Why not you?

Today, many will break through the barriers of the past by looking at the blessings of the present. Why not you?

Today, for many the burden of self doubt and insecurity will be lifted by the security and confidence of empowerment. Why not you?

Today, many will rise above their believed limitations and make contact with their powerful innate strength. Why not you?

Today, many will choose to live in such a manner that they will be a positive role model for their children. Why not you?

Today, many will choose to free themselves from the personal imprisonment of their bad habits. Why not you?

Today, many will choose to live free of conditions and rules governing their own happiness. Why not you?

Today, many will find abundance in simplicity. Why not you?

Today, many will be confronted by difficult moral choices and they will choose to do what is right instead of what is beneficial. Why not you?

Today, many will decide to no longer sit back with a victim mentality, but to take charge of their lives and make positive changes. Why not you?

Today, many will take the action necessary to make a difference. Why not you?

Today, many will make the commitment to be a better mother, father, son, daughter, student, teacher, worker, boss, brother, sister, & so much more. Why not you?

Today is a new day!

Many will seize this day.

Many will live it to the fullest.

Why not you?","Steve Maraboli,","['happiness', 'inspirational', 'inspirational-poem', 'life', 'motivational', 'seize-the-day']",0
Dreams don't work unless you take action. The surest way to make your dreams come true is to live them.,Roy T. Bennett,"['action', 'do', 'dream', 'dream-comes-true', 'dreams', 'dreams-come-true', 'dreams-quotes', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'living-life', 'motivational', 'motivational-inspirational', 'positive-affirmation', 'positive-life', 'positive-thinking', 'positivity', 'take-action', 'take-actions']",0
It takes sunshine and rain to make a rainbow. There would be no rainbows without sunshine and rain.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'rainbow', 'rainbows']",0
"Let today be the day you stop being haunted by the ghost of yesterday. Holding a grudge & harboring anger/resentment is poison to the soul. Get even with people...but not those who have hurt us, forget them, instead get even with those who have helped us.","Steve Maraboli,","['action', 'anger', 'change', 'grudges', 'inspirational', 'life', 'living-in-the-present', 'motivational', 'poison', 'resentment', 'seize-the-day', 'soul', 'success']",0
"First say to yourself what you would be;
and then do what you have to do.",Epictetus,['motivational'],0
"Want to keep Christ in Christmas? Feed the hungry, clothe the naked, forgive the guilty, welcome the unwanted, care for the ill, love your enemies, and do unto others as you would have done unto you.","Steve Maraboli,","['care', 'christ', 'christianity', 'christmas', 'clothe', 'enemies', 'feed', 'forgive', 'golden-rule', 'guilty', 'hungry', 'ill', 'inspirational', 'jesus', 'life', 'love', 'motivational', 'naked', 'service', 'unwanted', 'welcome']",0
It doesn’t matter how many times you get knocked down. All that matters is you get up one more time than you were knocked down.,Roy T. Bennett,"['ability', 'don-t-give-up', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'never-give-up', 'optimism', 'optimistic', 'perseverance', 'persistence', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'vision']",0
I cannot let the fear of the past color the future.,"Julie Kagawa,",['motivational'],0
"Failure is a bend in the road, not the end of the road. Learn from failure and keep moving forward.",Roy T. Bennett,"['change', 'failure', 'failures', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'keep-going', 'keep-moving-forward', 'learn', 'learning', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'perseverance', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'risk', 'success']",0
It doesn't matter what you did or where you were...it matters where you are and what you're doing. Get out there! Sing the song in your heart and NEVER let anyone shut you up!!,"Steve Maraboli,","['action', 'change', 'gratitude', 'inspiration', 'life', 'motivational', 'purpose', 'seize-the-day']",0
"It takes guts and humility to admit mistakes. Admitting we're wrong is courage, not weakness.","Roy T. Bennett,","['courage', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'mistakes', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Discipline Your Mind to Think Positively: Discipline your mind to see the good in every situation and look on the best side of every event.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Time is an equal opportunity employer. Each human being has exactly the same number of hours and minutes every day. Rich people can't buy more hours. Scientists can't invent new minutes. And you can't save time to spend it on another day. Even so, time is amazingly fair and forgiving. No matter how much time you've wasted in the past, you still have an entire tomorrow.",Denis Waitley,"['motivational', 'procrastination', 'time']",0
The one who falls and gets up is stronger than the one who never tried. Do not fear failure but rather fear not trying.,"Roy T. Bennett,","['failure', 'fearless', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quote', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-philosophy', 'life-quotes', 'living', 'motivation', 'motivational', 'never-give-up', 'optimism', 'optimistic', 'persistence', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'strong', 'trying']",0
"It’s important that what thoughts you are feeding into your mind because your thoughts create your belief and experiences. You have positive thoughts and you have negative ones too. Nurture your mind with positive thoughts: kindness, empathy, compassion, peace, love, joy, humility, generosity, etc. The more you feed your mind with positive thoughts, the more you can attract great things into your life.","Roy T. Bennett,","['belief', 'compassion', 'empathy', 'experiences', 'generosity', 'humility', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'joy', 'kindness', 'life', 'life-quotes', 'living', 'love', 'mind', 'motivation', 'motivational', 'optimism', 'optimistic', 'peace', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'thoughts']",0
What you stay focused on will grow.,Roy T. Bennett,"['focus', 'grow', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'stay-focused']",0
"When things do not go your way, remember that every challenge — every adversity — contains within it the seeds of opportunity and growth.",Roy T. Bennett,"['adversity', 'challenge', 'growth', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'opportunity', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Don’t wait for things to happen. Make them happen.,Roy T. Bennett,"['act', 'action', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Be silent and safe — silence never betrays you;
Be true to your word and your work and your friend;
Put least trust in him who is foremost to praise you,
Nor judge of a road till it draw to the end.","John Boyle O'Reilly,","['advice', 'friends', 'inspirational', 'judgement', 'motivational', 'poetry', 'praise', 'safety', 'silence', 'true', 'trust', 'work']",0
"You learn something valuable from all of the significant events and people, but you never touch your true potential until you challenge yourself to go beyond imposed limitations.",Roy T. Bennett,"['challenge', 'growth', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'learn', 'learning', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential']",0
"Challenge and adversity are meant to help you know who you are. Storms hit your weakness, but unlock your true strength.","Roy T. Bennett,","['adversity', 'challenge', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential']",0
"This life is for loving, sharing, learning, smiling, caring, forgiving, laughing, hugging, helping, dancing, wondering, healing, and even more loving. I choose to live life this way. I want to live my life in such a way that when I get out of bed in the morning, the devil says, 'aw shit, he's up!","Steve Maraboli,","['caring', 'dancing', 'devil', 'forgiving', 'healing', 'helping', 'hugging', 'inspirational', 'laughing', 'learning', 'life', 'loving', 'loving-choices', 'motivational', 'sharing', 'smiling', 'wondering']",0
"You were put on this earth to achieve your greatest self, to live out your purpose, and to do it courageously.","Steve Maraboli,","['fearless', 'greatness', 'inspirational', 'life', 'motivational', 'purpose-of-life', 'self-empowerment', 'success']",0
"You were born to stand out, stop trying to fit in.","Roy T. Bennett,","['authentic-living', 'be-yourself', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quote', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-philosophy', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
The universe doesn’t give you what you ask for with your thoughts - it gives you what you demand with your actions.,"Steve Maraboli,","['actions', 'change', 'inspirational', 'intent', 'motivational', 'success', 'thoughts', 'universe']",0
Stop doing what is easy. Start doing what is right.,"Roy T. Bennett,","['act', 'action', 'do', 'doing', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'right', 'start', 'startup', 'truth']",0
"Changing your outside world cannot make you happy if you are an unhappy person. The real personal change can only happen from the inside out. If you firstly create the change within yourself, you can turn your life around.","Roy T. Bennett,","['change', 'happiness', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"7 Effective Ways to Make Others Feel Important

1. Use their name.
2. Express sincere gratitude.
3. Do more listening than talking.
4. Talk more about them than about you.
5. Be authentically interested.
6. Be sincere in your praise.
7. Show you care.","Roy T. Bennett,","['care', 'gratitude', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'listening', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'respect', 'show-you-care']",0
"My past has not defined me, destroyed me, deterred me, or defeated me; it has only strengthened me.","Steve Maraboli,","['defeat', 'define', 'happiness', 'inspirational', 'life', 'motivational', 'past', 'strengthen', 'success']",0
"Don't wait for the right moment to start, start and make each moment right.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quote', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-philosophy', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'start-up']",0
"One resolution I have made, and try always to keep, is this: ‘To rise above little things’.",John Burroughs,"['character', 'hope', 'motivational']",0
"Plant seeds of happiness, hope, success, and love; it will all come back to you in abundance. This is the law of nature.","Steve Maraboli,","['abundance', 'action', 'choice', 'happiness', 'hope', 'inspirational', 'love', 'motivational', 'nature', 'success']",0
Good people see the good and bring out the best in other people.,"Roy T. Bennett,","['goodness', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Make the most of the best and the best of the worst, and keep your standards high. Never settle for anything less than you deserve or are capable of achieving.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Gratitude builds a bridge to abundance.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Beliefs are choices. First you choose your beliefs. Then your beliefs affect your choices.,Roy T. Bennett,"['belief', 'beliefs', 'believe', 'choice', 'choices', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Perfectly Imperfect

We have all heard that no two snowflakes are alike. Each snowflake takes the perfect form for the maximum efficiency and effectiveness for its journey. And while the universal force of gravity gives them a shared destination, the expansive space in the air gives each snowflake the opportunity to take their own path. They are on the same journey, but each takes a different path.
Along this gravity-driven journey, some snowflakes collide and damage each other, some collide and join together, some are influenced by wind... there are so many transitions and changes that take place along the journey of the snowflake. But, no matter what the transition, the snowflake always finds itself perfectly shaped for its journey.
I find parallels in nature to be a beautiful reflection of grand orchestration. One of these parallels is of snowflakes and us. We, too, are all headed in the same direction. We are being driven by a universal force to the same destination. We are all individuals taking different journeys and along our journey, we sometimes bump into each other, we cross paths, we become altered... we take different physical forms. But at all times we too are 100% perfectly imperfect. At every given moment we are absolutely perfect for what is required for our journey. I’m not perfect for your journey and you’re not perfect for my journey, but I’m perfect for my journey and you’re perfect for your journey. We’re heading to the same place, we’re taking different routes, but we’re both exactly perfect the way we are.
Think of what understanding this great orchestration could mean for relationships. Imagine interacting with others knowing that they too each share this parallel with the snowflake. Like you, they are headed to the same place and no matter what they may appear like to you, they have taken the perfect form for their journey. How strong our relationships would be if we could see and respect that we are all perfectly imperfect for our journey.","Steve Maraboli,","['imperfection', 'inspirational', 'journey', 'life', 'motivational', 'perfection', 'relationships', 'snowflakes']",0
You are essentially who you create yourself to be and all that occurs in your life is the result of your own making.,"Stephen Richards,","['initiative', 'mind-power', 'motivational', 'new-thought', 'positive-thinking', 'self-help', 'wealth', 'worthy']",0
"The reason many people in our society are miserable, sick, and highly stressed is because of an unhealthy attachment to things they have no control over.","Steve Maraboli,","['attachment', 'control', 'life', 'miserable', 'motivational', 'people', 'sick', 'stressed', 'unhealthy']",0
Life is short. Focus on what really matters most. You have to change your priorities over time.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quote', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-philosophy', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'time']",0
"People who lack the clarity, courage, or determination to follow their own dreams will often find ways to discourage yours. When you change for the better, the people around you will be inspired to change also....but only after doing their best to make you stop. Live your truth and don't EVER stop.","Steve Maraboli,","['action', 'change', 'determination', 'empowerment', 'inspirational', 'life', 'motivational', 'success']",0
"LAW 46
Never Appear Too Perfect

Appearing better than others is always dangerous, but most dangerous of all is to appear to have no faults or weaknesses. Envy creates silent enemies. It is smart to occasionally display defects, and admit to harmless vices, in order to deflect envy and appear more human and approachable. Only gods and the dead can seem perfect with impunity.","Robert Greene,","['dicta', 'motivational']",0
"It doesn't matter if a million people tell you what you can't do, or if ten million tell you no. If you get one yes from God that's all you need.",Tyler Perry,"['god', 'inspirational', 'motivational']",0
"Change may not always bring growth, but there is no growth without change.","Roy T. Bennett,","['change', 'growth', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Surround Yourself with Positive People Who Believe in Your Dreams

Distance yourself from negative people who try to lower your motivation and decrease your ambition. Create space for positive people to come into your life.

Surround yourself with positive people who believe in your dreams, encourage your ideas, support your ambitions, and bring out the best in you.","Roy T. Bennett,","['ambition', 'dreams', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Great leaders can see the greatness in others when they can’t see it themselves and lead them to their highest potential they don’t even know.,"Roy T. Bennett,","['greatness', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leaders', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential']",0
"When you take control of your attitude, you take control of your life.","Roy T. Bennett,","['attitude', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Always believe in yourself and always stretch yourself beyond your limits. Your life is worth a lot more than you think because you are capable of accomplishing more than you know. You have more potential than you think, but you will never know your full potential unless you keep challenging yourself and pushing beyond your own self imposed limits.","Roy T. Bennett,","['accomplishment', 'challenge', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential']",0
"I promise you nothing is as chaotic as it seems. Nothing is worth diminishing your health. Nothing is worth poisoning yourself into stress, anxiety, and fear.","Steve Maraboli,","['anxiety', 'fear', 'health', 'inspirational', 'motivational', 'poison', 'stress']",0
"To learn something new, you need to try new things and not be afraid to be wrong.",Roy T. Bennett,"['fearless', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'learning', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'trying']",0
The right thing to do and the hard thing to do are usually the same.,"Steve Maraboli,","['accountability', 'doing-right', 'life', 'motivational', 'responsibility']",0
Stop doing what is easy or popular. Start doing what is right.,"Roy T. Bennett,","['act', 'action', 'do', 'doing', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'right', 'start', 'startup', 'truth', 'what-is-easy', 'what-is-popular', 'what-is-right']",0
"LAW 25
Re-Create Yourself

Do not accept the roles that society foists on you. Re-create yourself by forging a new identity, one that commands attention and never bores the audience. Be the master of your own image rather than letting others define if for you. Incorporate dramatic devices into your public gestures and actions – your power will be enhanced and your character will seem larger than life.","Robert Greene,","['dicta', 'inspirational', 'motivational']",0
One of the best ways to influence people is to make them feel important.,Roy T. Bennett,"['influence', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'living', 'motivation', 'motivational']",0
"Enthusiasm can help you find the new doors, but it takes passion to open them. If you have a strong purpose in life, you don't have to be pushed. Your passion will drive you there.","Roy T. Bennett,","['authentic-living', 'conviction', 'enthusiasm', 'inspiration', 'inspirational', 'inspirational-quotes', 'life', 'life-quotes', 'living-on-purpose', 'motivation', 'motivational', 'opportunity', 'optimism', 'optimistic', 'passion', 'positive', 'positive-affirmation']",0
Let go of something old that no longer serves you in order to make room for something new.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'letting-go', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"The comfort zone is a psychological state in which one feels familiar, safe, at ease, and secure. You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.",Roy T. Bennett,"['change', 'comfort-zone', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"You are not a victim. No matter what you have been through, you're still here. You may have been challenged, hurt, betrayed, beaten, and discouraged, but nothing has defeated you. You are still here! You have been delayed but not denied. You are not a victim, you are a victor. You have a history of victory.","Steve Maraboli,","['beaten', 'betrayed', 'challenged', 'defeated', 'denied', 'destiny', 'discouraged', 'history', 'hurt', 'inspirational', 'motivational', 'victim']",0
"I cannot compromise my respect for your love. You can keep your love, I will keep my respect.","Amit Kalantri,","['breaking-up', 'breakup', 'breakups', 'compromise', 'human', 'humans', 'inspiration', 'inspirational', 'inspirational-quotes', 'love', 'motivation', 'motivational', 'motivational-quotes', 'philosophy', 'respect', 'respectable', 'respected', 'respectful', 'respecting', 'respecting-others', 'respecting-yourself', 'self-respect', 'wisdom', 'wisdom-quotes']",0
Consistency is the true foundation of trust. Either keep your promises or do not make them.,Roy T. Bennett,"['consistency', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'keep-your-promises', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'trust']",0
Everything is hard before it is easy,Goethe J.W.,['motivational'],0
"It's funny how, in this journey of life, even though we may begin at different times and places, our paths cross with others so that we may share our love, compassion, observations, and hope. This is a design of God that I appreciate and cherish.","Steve Maraboli,","['appreciation', 'compassion', 'god', 'hope', 'inspirational', 'journey', 'life', 'motivational', 'observation']",0
Shine your light and make a positive impact on the world; there is nothing so honorable as helping improve the lives of others.,Roy T. Bennett,"['inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'light', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'shine', 'shine-your-light']",0
"Dream your own dreams, achieve your own goals. Your journey is your own and unique.","Roy T. Bennett,","['dream', 'dreams', 'goals', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
The discontent and frustration that you feel is entirely your own creation.,"Stephen Richards,","['law-of-attraction', 'mind-power', 'money', 'motivational', 'new-age', 'positive-thinking', 'self-help', 'stephen-richards', 'wealth', 'worthy']",0
"Fear robs you of your freedom to make the right choice in life that can bridge the gap between where you are and where you want to be. On the other side of fear, lies freedom. If you want to grow, you need to be brave and take risks. If you're not uncomfortable, you're not growing.","Roy T. Bennett,","['fearless', 'growth', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quote', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-philosophy', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
